images,label
split11_1058.png,1
split11_979.png,1
split11_1064.png,1
split11_789.png,1
split11_951.png,1
split11_1702.png,1
split11_1716.png,1
split11_945.png,1
split11_1070.png,1
split11_776.png,1
split11_010.png,1
split11_1925.png,1
frame_0028.jpg,1
split11_1931.png,1
split11_004.png,1
split11_762.png,1
split11_992.png,1
image_0350.png,1
frame_0014.jpg,1
split11_1919.png,1
split11_038.png,1
image_0344.png,1
split11_986.png,1
split11_2035.png,1
split11_1528.png,1
split11_2021.png,1
split11_1500.png,1
image_0191.png,1
split11_2009.png,1
split11_1266.png,1
split11_1272.png,1
split11_1514.png,1
image_0185.png,1
split11_212.png,1
split11_574.png,1
split11_1299.png,1
split11_560.png,1
split11_206.png,1
image_0152.png,1
split11_548.png,1
image_0146.png,1
split11_2141.png,1
split11_1448.png,1
split11_2155.png,1
split11_1474.png,1
split11_399.png,1
split11_1312.png,1
split11_1306.png,1
split11_2169.png,1
split11_1460.png,1
split11_366.png,1
split11_2182.png,1
split11_400.png,1
split11_414.png,1
split11_372.png,1
split11_2196.png,1
image_0026.png,1
split11_428.png,1
image_0032.png,1
split11_819.png,1
split11_1892.png,1
split11_1886.png,1
split11_1138.png,1
split11_1110.png,1
split11_825.png,1
split11_1676.png,1
split11_1662.png,1
split11_831.png,1
split11_1104.png,1
split11_602.png,1
split11_164.png,1
split11_1851.png,1
image_0218.png,1
split11_1689.png,1
split11_1845.png,1
split11_170.png,1
split11_616.png,1
image_0224.png,1
split11_158.png,1
image_0230.png,1
split11_1879.png,1
split11_1878.png,1
image_0231.png,1
split11_159.png,1
image_0225.png,1
split11_171.png,1
split11_1844.png,1
split11_617.png,1
split11_603.png,1
split11_1688.png,1
image_0219.png,1
split11_1850.png,1
split11_165.png,1
split11_1663.png,1
split11_1105.png,1
split11_830.png,1
split11_824.png,1
split11_1111.png,1
split11_1677.png,1
split11_1887.png,1
split11_1139.png,1
split11_818.png,1
split11_1893.png,1
split11_429.png,1
image_0033.png,1
image_0027.png,1
split11_415.png,1
split11_2197.png,1
split11_373.png,1
split11_2183.png,1
split11_367.png,1
split11_401.png,1
split11_1307.png,1
split11_1461.png,1
split11_2168.png,1
split11_398.png,1
split11_1475.png,1
split11_1313.png,1
split11_2154.png,1
split11_1449.png,1
split11_2140.png,1
image_0147.png,1
image_0153.png,1
split11_549.png,1
split11_561.png,1
split11_207.png,1
split11_213.png,1
split11_1298.png,1
split11_575.png,1
split11_1273.png,1
image_0184.png,1
split11_1515.png,1
split11_2008.png,1
image_0190.png,1
split11_1501.png,1
split11_1267.png,1
split11_2020.png,1
split11_1529.png,1
split11_2034.png,1
frame_0001.jpg,1
image_0345.png,1
split11_039.png,1
split11_987.png,1
split11_993.png,1
split11_1918.png,1
image_0351.png,1
frame_0015.jpg,1
split11_005.png,1
split11_1930.png,1
split11_763.png,1
split11_777.png,1
frame_0029.jpg,1
split11_1924.png,1
split11_011.png,1
split11_1717.png,1
split11_1071.png,1
split11_944.png,1
split11_950.png,1
split11_788.png,1
split11_1065.png,1
split11_1703.png,1
split11_978.png,1
split11_1059.png,1
split11_1729.png,1
split11_946.png,1
split11_1073.png,1
split11_1715.png,1
split11_2208.png,1
split11_1701.png,1
split11_1067.png,1
split11_952.png,1
split11_761.png,1
split11_1932.png,1
split11_007.png,1
split11_013.png,1
split11_1926.png,1
split11_1098.png,1
split11_775.png,1
split11_985.png,1
image_0347.png,1
frame_0003.jpg,1
frame_0017.jpg,1
image_0353.png,1
split11_991.png,1
split11_749.png,1
split11_2022.png,1
split11_1259.png,1
split11_2036.png,1
split11_1517.png,1
image_0186.png,1
split11_1271.png,1
split11_588.png,1
split11_1265.png,1
split11_1503.png,1
image_0192.png,1
split11_205.png,1
image_0179.png,1
split11_563.png,1
split11_577.png,1
split11_211.png,1
image_0145.png,1
split11_239.png,1
image_0151.png,1
split11_2156.png,1
split11_1339.png,1
split11_2142.png,1
split11_1463.png,1
split11_1305.png,1
split11_1311.png,1
split11_1477.png,1
split11_371.png,1
split11_2195.png,1
split11_417.png,1
split11_403.png,1
split11_1488.png,1
image_0019.png,1
split11_365.png,1
split11_2181.png,1
image_0031.png,1
split11_359.png,1
image_0025.png,1
split11_1885.png,1
split11_1649.png,1
split11_1891.png,1
split11_832.png,1
split11_1107.png,1
split11_1661.png,1
split11_198.png,1
split11_1675.png,1
split11_1113.png,1
split11_826.png,1
split11_615.png,1
split11_1846.png,1
split11_173.png,1
split11_167.png,1
split11_1852.png,1
split11_601.png,1
split11_629.png,1
image_0233.png,1
image_0227.png,1
image_0226.png,1
split11_628.png,1
image_0232.png,1
split11_1853.png,1
split11_166.png,1
split11_600.png,1
split11_614.png,1
split11_172.png,1
split11_1847.png,1
split11_1674.png,1
split11_199.png,1
split11_827.png,1
split11_1112.png,1
split11_1106.png,1
split11_833.png,1
split11_1660.png,1
split11_1890.png,1
split11_1648.png,1
split11_1884.png,1
image_0024.png,1
split11_358.png,1
image_0030.png,1
split11_402.png,1
split11_2180.png,1
split11_364.png,1
image_0018.png,1
split11_1489.png,1
split11_2194.png,1
split11_370.png,1
split11_416.png,1
split11_1310.png,1
split11_1476.png,1
split11_1462.png,1
split11_1304.png,1
split11_2143.png,1
split11_2157.png,1
split11_1338.png,1
image_0150.png,1
split11_238.png,1
image_0144.png,1
split11_576.png,1
split11_210.png,1
image_0178.png,1
split11_204.png,1
split11_562.png,1
split11_1264.png,1
split11_589.png,1
image_0193.png,1
split11_1502.png,1
image_0187.png,1
split11_1516.png,1
split11_1270.png,1
split11_1258.png,1
split11_2037.png,1
split11_2023.png,1
frame_0016.jpg,1
image_0352.png,1
split11_748.png,1
split11_990.png,1
split11_984.png,1
image_0346.png,1
frame_0002.jpg,1
split11_1927.png,1
split11_012.png,1
split11_774.png,1
split11_1099.png,1
split11_760.png,1
split11_006.png,1
split11_1933.png,1
split11_1700.png,1
split11_2209.png,1
split11_953.png,1
split11_1066.png,1
split11_1072.png,1
split11_947.png,1
split11_1714.png,1
split11_1728.png,1
split11_1710.png,1
split11_943.png,1
split11_1076.png,1
split11_1062.png,1
split11_957.png,1
split11_1704.png,1
split11_1738.png,1
frame_0006.jpg,1
image_0342.png,1
split11_980.png,1
split11_758.png,1
split11_994.png,1
image_0356.png,1
frame_0012.jpg,1
split11_1937.png,1
split11_002.png,1
split11_764.png,1
split11_1089.png,1
split11_770.png,1
split11_016.png,1
split11_1923.png,1
split11_1274.png,1
split11_599.png,1
split11_1512.png,1
image_0183.png,1
split11_1506.png,1
image_0197.png,1
split11_1260.png,1
split11_1248.png,1
split11_2027.png,1
split11_2033.png,1
image_0140.png,1
split11_228.png,1
image_0154.png,1
split11_566.png,1
split11_200.png,1
image_0168.png,1
split11_214.png,1
split11_572.png,1
split11_1300.png,1
split11_1466.png,1
split11_1472.png,1
split11_1314.png,1
split11_2153.png,1
split11_2147.png,1
split11_1328.png,1
image_0034.png,1
split11_348.png,1
image_0020.png,1
split11_412.png,1
split11_374.png,1
split11_2190.png,1
split11_1499.png,1
image_0008.png,1
split11_360.png,1
split11_2184.png,1
split11_406.png,1
split11_1664.png,1
split11_189.png,1
split11_837.png,1
split11_1102.png,1
split11_1116.png,1
split11_823.png,1
split11_1670.png,1
split11_1658.png,1
split11_1880.png,1
split11_1894.png,1
image_0236.png,1
split11_638.png,1
image_0222.png,1
split11_1843.png,1
split11_176.png,1
split11_610.png,1
split11_604.png,1
split11_162.png,1
split11_1857.png,1
split11_605.png,1
split11_1856.png,1
split11_163.png,1
split11_177.png,1
split11_1842.png,1
split11_611.png,1
split11_639.png,1
image_0223.png,1
image_0237.png,1
split11_1895.png,1
split11_1881.png,1
split11_1659.png,1
split11_822.png,1
split11_1117.png,1
split11_1671.png,1
split11_188.png,1
split11_1665.png,1
split11_1103.png,1
split11_836.png,1
split11_2185.png,1
split11_361.png,1
split11_407.png,1
split11_413.png,1
image_0009.png,1
split11_1498.png,1
split11_2191.png,1
split11_375.png,1
image_0021.png,1
split11_349.png,1
image_0035.png,1
split11_2146.png,1
split11_1329.png,1
split11_2152.png,1
split11_1473.png,1
split11_1315.png,1
split11_1301.png,1
split11_1467.png,1
split11_215.png,1
image_0169.png,1
split11_573.png,1
split11_567.png,1
split11_201.png,1
image_0155.png,1
split11_229.png,1
image_0141.png,1
split11_2032.png,1
split11_1249.png,1
split11_2026.png,1
image_0196.png,1
split11_1507.png,1
split11_1261.png,1
split11_598.png,1
split11_1275.png,1
image_0182.png,1
split11_1513.png,1
split11_771.png,1
split11_1922.png,1
split11_017.png,1
split11_003.png,1
split11_1936.png,1
split11_1088.png,1
split11_765.png,1
split11_995.png,1
image_0357.png,1
frame_0013.jpg,1
frame_0007.jpg,1
image_0343.png,1
split11_759.png,1
split11_981.png,1
split11_1739.png,1
split11_956.png,1
split11_1063.png,1
split11_1705.png,1
split11_1711.png,1
split11_1077.png,1
split11_942.png,1
split11_1707.png,1
split11_1061.png,1
split11_954.png,1
split11_798.png,1
split11_940.png,1
split11_1075.png,1
split11_1713.png,1
split11_968.png,1
split11_1049.png,1
frame_0011.jpg,1
image_0355.png,1
split11_029.png,1
split11_997.png,1
split11_983.png,1
image_0341.png,1
frame_0005.jpg,1
split11_1908.png,1
split11_015.png,1
split11_1920.png,1
split11_773.png,1
split11_767.png,1
split11_1934.png,1
frame_0039.jpg,1
split11_001.png,1
split11_1263.png,1
split11_1505.png,1
image_0194.png,1
split11_2018.png,1
split11_1511.png,1
image_0180.png,1
split11_1277.png,1
split11_2030.png,1
split11_1539.png,1
split11_2024.png,1
image_0157.png,1
image_0143.png,1
split11_559.png,1
split11_571.png,1
split11_217.png,1
split11_203.png,1
split11_1288.png,1
split11_565.png,1
split11_1317.png,1
split11_1471.png,1
split11_2178.png,1
split11_388.png,1
split11_1465.png,1
split11_1303.png,1
split11_2144.png,1
split11_1459.png,1
split11_2150.png,1
split11_439.png,1
image_0023.png,1
image_0037.png,1
split11_405.png,1
split11_363.png,1
split11_2187.png,1
split11_377.png,1
split11_2193.png,1
split11_411.png,1
split11_1673.png,1
split11_1115.png,1
split11_820.png,1
split11_834.png,1
split11_1101.png,1
split11_1667.png,1
split11_1897.png,1
split11_1129.png,1
split11_808.png,1
split11_1883.png,1
image_0221.png,1
split11_1868.png,1
split11_149.png,1
image_0235.png,1
split11_161.png,1
split11_1854.png,1
split11_607.png,1
split11_613.png,1
split11_1840.png,1
image_0209.png,1
split11_1698.png,1
split11_175.png,1
split11_612.png,1
split11_174.png,1
split11_1699.png,1
image_0208.png,1
split11_1841.png,1
split11_1855.png,1
split11_160.png,1
split11_606.png,1
image_0234.png,1
split11_148.png,1
split11_1869.png,1
image_0220.png,1
split11_809.png,1
split11_1882.png,1
split11_1896.png,1
split11_1128.png,1
split11_1100.png,1
split11_835.png,1
split11_1666.png,1
split11_1672.png,1
split11_821.png,1
split11_1114.png,1
split11_2192.png,1
split11_376.png,1
split11_410.png,1
split11_404.png,1
split11_2186.png,1
split11_362.png,1
image_0036.png,1
split11_438.png,1
image_0022.png,1
split11_2151.png,1
split11_1458.png,1
split11_2145.png,1
split11_1464.png,1
split11_389.png,1
split11_1302.png,1
split11_1316.png,1
split11_2179.png,1
split11_1470.png,1
split11_202.png,1
split11_564.png,1
split11_1289.png,1
split11_570.png,1
split11_216.png,1
image_0142.png,1
split11_558.png,1
image_0156.png,1
split11_2025.png,1
split11_1538.png,1
split11_2031.png,1
image_0181.png,1
split11_1510.png,1
split11_2019.png,1
split11_1276.png,1
split11_1262.png,1
image_0195.png,1
split11_1504.png,1
split11_766.png,1
frame_0038.jpg,1
split11_1935.png,1
split11_1921.png,1
split11_014.png,1
split11_772.png,1
split11_982.png,1
split11_1909.png,1
image_0340.png,1
frame_0004.jpg,1
split11_028.png,1
frame_0010.jpg,1
image_0354.png,1
split11_996.png,1
split11_1048.png,1
split11_969.png,1
split11_1074.png,1
split11_941.png,1
split11_799.png,1
split11_1712.png,1
split11_1706.png,1
split11_955.png,1
split11_1060.png,1
split11_1985.png,1
split11_1991.png,1
split11_1749.png,1
split11_1761.png,1
split11_932.png,1
split11_1007.png,1
split11_1013.png,1
split11_926.png,1
split11_098.png,1
split11_1775.png,1
split11_1946.png,1
split11_073.png,1
split11_715.png,1
split11_701.png,1
split11_067.png,1
split11_1952.png,1
image_0333.png,1
split11_729.png,1
image_0327.png,1
000469.jpg,1
split11_1239.png,1
split11_2056.png,1
split11_2042.png,1
000455.jpg,1
split11_1205.png,1
split11_1563.png,1
split11_1577.png,1
000441.jpg,1
split11_1211.png,1
split11_517.png,1
split11_2095.png,1
split11_271.png,1
image_0119.png,1
split11_1588.png,1
split11_2081.png,1
split11_265.png,1
split11_503.png,1
image_0131.png,1
split11_259.png,1
image_0125.png,1
split11_2122.png,1
split11_2136.png,1
split11_1359.png,1
split11_1371.png,1
image_0086.png,1
split11_1417.png,1
image_0092.png,1
split11_1403.png,1
split11_488.png,1
split11_1365.png,1
split11_463.png,1
split11_305.png,1
image_0079.png,1
split11_311.png,1
split11_477.png,1
image_0045.png,1
split11_339.png,1
image_0051.png,1
split11_1629.png,1
split11_1615.png,1
image_0284.png,1
split11_846.png,1
split11_1173.png,1
split11_1167.png,1
split11_852.png,1
split11_1601.png,1
image_0290.png,1
split11_1832.png,1
split11_107.png,1
split11_661.png,1
split11_1198.png,1
split11_675.png,1
split11_113.png,1
split11_1826.png,1
image_0247.png,1
split11_885.png,1
split11_649.png,1
split11_891.png,1
image_0253.png,1
split11_890.png,1
split11_648.png,1
image_0252.png,1
image_0246.png,1
split11_884.png,1
split11_674.png,1
split11_1199.png,1
split11_1827.png,1
split11_112.png,1
split11_106.png,1
split11_1833.png,1
split11_660.png,1
split11_853.png,1
split11_1166.png,1
image_0291.png,1
split11_1600.png,1
image_0285.png,1
split11_1614.png,1
split11_1172.png,1
split11_847.png,1
split11_1628.png,1
image_0050.png,1
split11_338.png,1
image_0044.png,1
split11_310.png,1
split11_476.png,1
split11_462.png,1
image_0078.png,1
split11_304.png,1
split11_1402.png,1
image_0093.png,1
split11_1364.png,1
split11_489.png,1
split11_1370.png,1
split11_1416.png,1
image_0087.png,1
split11_2137.png,1
split11_1358.png,1
split11_2123.png,1
image_0124.png,1
split11_258.png,1
image_0130.png,1
split11_264.png,1
split11_2080.png,1
split11_1589.png,1
image_0118.png,1
split11_502.png,1
split11_516.png,1
split11_270.png,1
split11_2094.png,1
split11_1576.png,1
split11_1210.png,1
000440.jpg,1
split11_1204.png,1
000454.jpg,1
split11_1562.png,1
split11_2043.png,1
split11_1238.png,1
000468.jpg,1
split11_2057.png,1
image_0326.png,1
image_0332.png,1
split11_728.png,1
split11_700.png,1
split11_1953.png,1
split11_066.png,1
split11_072.png,1
split11_1947.png,1
split11_714.png,1
split11_927.png,1
split11_1012.png,1
split11_1774.png,1
split11_099.png,1
split11_1760.png,1
split11_1006.png,1
split11_933.png,1
split11_1748.png,1
split11_1990.png,1
split11_1984.png,1
split11_1992.png,1
split11_919.png,1
split11_1038.png,1
split11_1986.png,1
split11_1776.png,1
split11_1010.png,1
split11_925.png,1
split11_931.png,1
split11_1004.png,1
split11_1762.png,1
split11_064.png,1
split11_1789.png,1
split11_1951.png,1
image_0318.png,1
split11_702.png,1
split11_716.png,1
split11_1945.png,1
frame_0048.jpg,1
split11_070.png,1
image_0324.png,1
split11_058.png,1
image_0330.png,1
split11_1979.png,1
split11_2041.png,1
split11_1548.png,1
split11_2055.png,1
000442.jpg,1
split11_1212.png,1
split11_1574.png,1
split11_299.png,1
split11_2069.png,1
split11_1560.png,1
000456.jpg,1
split11_1206.png,1
split11_500.png,1
split11_2082.png,1
split11_266.png,1
split11_2096.png,1
split11_272.png,1
split11_514.png,1
image_0126.png,1
image_0132.png,1
split11_528.png,1
split11_2135.png,1
split11_1428.png,1
split11_2121.png,1
split11_1366.png,1
image_0091.png,1
split11_1400.png,1
split11_2109.png,1
image_0085.png,1
split11_1414.png,1
split11_1372.png,1
split11_474.png,1
split11_1399.png,1
split11_312.png,1
split11_306.png,1
split11_460.png,1
split11_448.png,1
image_0052.png,1
image_0046.png,1
split11_1158.png,1
split11_879.png,1
split11_1602.png,1
image_0293.png,1
split11_1164.png,1
split11_851.png,1
split11_689.png,1
split11_845.png,1
split11_1170.png,1
split11_1616.png,1
image_0287.png,1
split11_110.png,1
split11_1825.png,1
split11_676.png,1
split11_662.png,1
split11_1831.png,1
image_0278.png,1
split11_104.png,1
image_0250.png,1
split11_1819.png,1
split11_892.png,1
split11_886.png,1
split11_138.png,1
image_0244.png,1
split11_887.png,1
image_0245.png,1
split11_139.png,1
split11_1818.png,1
image_0251.png,1
split11_893.png,1
split11_663.png,1
split11_105.png,1
image_0279.png,1
split11_1830.png,1
split11_1824.png,1
split11_111.png,1
split11_677.png,1
split11_1171.png,1
split11_844.png,1
image_0286.png,1
split11_1617.png,1
image_0292.png,1
split11_1603.png,1
split11_688.png,1
split11_850.png,1
split11_1165.png,1
split11_878.png,1
split11_1159.png,1
image_0047.png,1
split11_449.png,1
image_0053.png,1
split11_307.png,1
